id;equi_id;operadora;placa;cliente_id;modelo
136;511850467;ALGAR;MTV4J16;Suzano Mucuri;201
137;511850976;ALGAR;MRG9939;Suzano Mucuri;201
138;511850921;ALGAR;ODF0B22;Suzano Mucuri;201
139;511850902;ALGAR;FNT1G21;Suzano Mucuri;201
140;511850909;ALGAR;MTY2J62;Suzano Mucuri;201
141;511849859;ALGAR;EHH8C93;Suzano Mucuri;201
142;511850778;ALGAR;MTN8H16;Suzano Mucuri;201
143;511850889;ALGAR;PPP3C70;Suzano Mucuri;201
144;511850975;ALGAR;MTQ6A52;Suzano Mucuri;201
145;511850363;ALGAR;GXH1B35;Suzano Mucuri;201
146;511850482;ALGAR;MTA6H80;Suzano Mucuri;201
147;511849883;ALGAR;PPN5B14;Suzano Mucuri;201
148;511850043;ALGAR;QRC1G94;Suzano Mucuri;201
149;511850362;;GZG2C46;Suzano Mucuri;201
150;511850943;ALGAR;MOT0805;Suzano Mucuri;201
151;511850965;ALGAR;CUD8716;Suzano Mucuri;201
152;511850231;ALGAR;MQC5731;Suzano Mucuri;201
153;511850858;ALGAR;ODL0B14;Suzano Mucuri;201
154;511850906;ALGAR;MTU3E64;Suzano Mucuri;201
155;511849874;ALGAR;MQV9327;Suzano Mucuri;201
156;511850956;ALGAR;KEF7F92;Suzano Mucuri;201
157;511850400;ALGAR;OVL7E72;Suzano Mucuri;201
158;511850359;ALGAR;MTB0B97;Suzano Mucuri;201
159;511850230;ALGAR;QAG7630;Suzano Mucuri;201
160;511850351;ALGAR;PPN5B72;Suzano Mucuri;201
161;511850054;ALGAR;GVQ9369;Suzano Mucuri;201
162;511850423;ALGAR;EHH8968;Suzano Mucuri;201
163;511850415;ALGAR;MTK1I46;Suzano Mucuri;201
164;511850840;ALGAR;MTK1I56;Suzano Mucuri;201
165;511850950;ALGAR;MTJ4I51;Suzano Mucuri;201
166;511850396;ALGAR;RBA2G51;Suzano Mucuri;201
167;511850782;ALGAR;MTQ0B44;Suzano Mucuri;201
168;511667746;ALGAR;IMP0005;Vetorian;203
169;511850952;ALGAR;CNR6E42;Suzano Mucuri;201
170;511850980;ALGAR;CUE9A26;Suzano Mucuri;201
171;511850918;ALGAR;MTB1D90;Suzano Mucuri;201
172;511850391;ALGAR;MTS9B60;Suzano Mucuri;201
173;511850356;ALGAR;OKU6E01;Suzano Mucuri;201
174;511850061;ALGAR;PPE7142;Suzano Mucuri;201
175;511850232;ALGAR;QRH8A50;Suzano Mucuri;201
176;511850431;ALGAR;RQT2H29;Suzano Mucuri;201
177;511850196;ALGAR;MTB1D86;Suzano Mucuri;201
178;511850187;ALGAR;PPK9J06;Suzano Mucuri;201
179;511667978;ALGAR;AIZ4G30;Suzano Mucuri;201
180;511850223;ALGAR;PPE7154;Suzano Mucuri;201
181;511850388;ALGAR;MIY2G90;Suzano Mucuri;201
182;511850465;ALGAR;KEL6E57;Suzano Mucuri;201
183;511850226;ALGAR;MRD2A01;Suzano Mucuri;201
184;511850777;ALGAR;MTK1I76;Suzano Mucuri;201
185;511850468;ALGAR;ODM4A03;Suzano Mucuri;201
186;511669433;ALGAR;MRN6F90;Suzano Mucuri;201
187;511774233;VIVO;GCB1E08;TAKAGAKI;206
188;511669410;ALGAR;CQL0189;DDC TELEFONES;5
189;511666604;ALGAR;IMP0003;Vetorian;203
190;511838147;;RUY9J66;Transportadora Translecchi LTDA;13
191;511838157;;RUY9J70;Transportadora Translecchi LTDA;13
192;511838159;;RUY7D18;Transportadora Translecchi LTDA;13
193;511838152;;RUU7H04;Transportadora Translecchi LTDA;13
194;511838156;;EST8156;Transportadora Translecchi LTDA;13
195;511838151;;EST8151;Transportadora Translecchi LTDA;13
196;511838134;;RUY7D21;Transportadora Translecchi LTDA;13
197;511838150;;EST8150;Transportadora Translecchi LTDA;13
198;511838142;;RUV4E16;Transportadora Translecchi LTDA;13
199;511838146;;EST8146;Transportadora Translecchi LTDA;13
200;511838144;;RUY1C32;Transportadora Translecchi LTDA;13
201;511838149;;RUY9J72;Transportadora Translecchi LTDA;13
202;511838154;;RUY1C29;Transportadora Translecchi LTDA;13
203;511838155;;RUY1C30;Transportadora Translecchi LTDA;13
204;511838158;;RUY1C31;Transportadora Translecchi LTDA;13
205;511838137;;RUU7H06;Transportadora Translecchi LTDA;13
206;511838148;;RUY9J67;Transportadora Translecchi LTDA;13
207;511838143;;RUU7H05;Transportadora Translecchi LTDA;13
208;511838145;;EST8145;Transportadora Translecchi LTDA;13
209;511838140;;EST8140;Transportadora Translecchi LTDA;13
210;511838136;;EST8136;Transportadora Translecchi LTDA;13
211;511838139;;EST8139;Transportadora Translecchi LTDA;13
212;511838141;;EST8141;Transportadora Translecchi LTDA;13
213;511838138;;EST8138;Transportadora Translecchi LTDA;13
214;511838153;;RUY9J64;Transportadora Translecchi LTDA;13
215;511838135;;EST8135;Transportadora Translecchi LTDA;13
216;511666669;VIVO;GDM4C12;William Oliveira;5
217;200165669;;FTV6C21s;Transportadora Translecchi LTDA;200
218;200165643;;FZG4G53s;Transportadora Translecchi LTDA;200
219;200165646;;FQZ9A43s;Transportadora Translecchi LTDA;200
220;200135208;;GCS8G25s;Transportadora Translecchi LTDA;200
221;200135206;;FCI9G71;Transportadora Translecchi LTDA;200
222;511666600;ALGAR;IMP0002;Vetorian;203
223;511666641;ALGAR;GCP5J03;Leandro Alexandre Pereira;5
224;511667769;ALGAR;IMP0001;Vetorian;203
225;511666820;VIVO;BAO5178;Thiago;5
226;200102062;;FUC2I57s;Transportadora Translecchi LTDA;200
227;200102048;;FQI0E95s;Transportadora Translecchi LTDA;200
228;511666617;VIVO;IMP0009;Vetorian;201
229;511692675;TIM;FQI0E95;Transportadora Translecchi LTDA;13
230;511692680;TIM;GCS8G25;Transportadora Translecchi LTDA;13
231;511692678;TIM;FTV6C21;Transportadora Translecchi LTDA;13
232;511692676;TIM;ELY9D17;Transportadora Translecchi LTDA;13
233;511692677;TIM;FZG4G53;Transportadora Translecchi LTDA;13
234;511692679;ALGAR;LOR0002;Vetorian;13
235;511692681;TIM;FQZ9A43;Transportadora Translecchi LTDA;13
236;200000001;VIVO;CELJAN;Vetorian;14
237;511477047;ALGAR;TES0004;Vetorian;204
238;200111248;;FVT7J33s;Transportadora Translecchi LTDA;200
239;200113274;;GEF8J57s;Transportadora Translecchi LTDA;200
240;200111257;;FXP5C62s;Transportadora Translecchi LTDA;200
241;200111259;;GBG6H35s;Transportadora Translecchi LTDA;200
242;200111283;;FYQ2B65s;Transportadora Translecchi LTDA;200
243;200113269;;FZD5B84s;Transportadora Translecchi LTDA;200
244;200180624;;FAU2J36;Transportadora Translecchi LTDA;200
245;200100049;;ELY9D17;Transportadora Translecchi LTDA;200
246;200180625;;EEK4D24;Transportadora Translecchi LTDA;200
247;200112514;;CQU2I48;Transportadora Translecchi LTDA;200
248;511460205;TIM;FCI9G71;Transportadora Translecchi LTDA;13
249;511460206;TIM;FUC2I57;Transportadora Translecchi LTDA;13
250;511460204;TIM;FZD5B84;Transportadora Translecchi LTDA;13
251;511460199;TIM;GEF8J57;Transportadora Translecchi LTDA;13
252;511460203;TIM;CQU2I48;Transportadora Translecchi LTDA;13
253;511460200;TIM;FVT7J33;Transportadora Translecchi LTDA;13
254;7580169;TIM;FAU2J36;Transportadora Translecchi LTDA;13
255;511099753;TIM;FXP5C62;Transportadora Translecchi LTDA;13
256;7580062;TIM;EEK4D24;Transportadora Translecchi LTDA;13
257;511460197;TIM;FYQ2B65;Transportadora Translecchi LTDA;13
258;511247166;VIVO;FCL6938;João Henrique Pires Correa;5
259;200154668;;FNN9074s;Transportadora Translecchi LTDA;200
260;200172854;;FMN6171s;Transportadora Translecchi LTDA;200
261;11;ALGAR;EMP0001;Vetorian;5
262;511612609;TIM;EST2609;Transportadora Translecchi LTDA;96
263;511627425;TIM;EGA6525;Transportadora Translecchi LTDA;96
264;511627277;TIM;GFM5I14;Transportadora Translecchi LTDA;96
265;511612613;TIM;GAM7E01;Transportadora Translecchi LTDA;96
266;511612622;TIM;FXQ5A36;Transportadora Translecchi LTDA;96
267;511612614;TIM;FNB9B66;Transportadora Translecchi LTDA;96
268;511612618;TIM;FSN4465;Transportadora Translecchi LTDA;96
269;511612631;TIM;FVS4C93;Transportadora Translecchi LTDA;96
270;511627426;TIM;GIA3H34;Transportadora Translecchi LTDA;96
271;511612627;TIM;EPA0E03;Transportadora Translecchi LTDA;96
272;511612617;TIM;FJM3I54;Transportadora Translecchi LTDA;96
273;511612623;TIM;GAJ2F38;Transportadora Translecchi LTDA;96
274;511612610;TIM;RFJ5C65;Transportadora Translecchi LTDA;96
275;511612629;TIM;CUM1C36;Transportadora Translecchi LTDA;96
276;511612611;;EST2611;Transportadora Translecchi LTDA;96
277;511612612;TIM;CKU8A75;Transportadora Translecchi LTDA;96
278;511612607;TIM;ENY9I93;Transportadora Translecchi LTDA;96
279;511627424;TIM;FOP0J63;Transportadora Translecchi LTDA;96
280;511627281;TIM;FVQ0D14;Transportadora Translecchi LTDA;96
281;511627280;TIM;GEC9D01;Transportadora Translecchi LTDA;96
282;511612620;TIM;BSZ0682;Transportadora Translecchi LTDA;96
283;511627278;TIM;GFA0C92;Transportadora Translecchi LTDA;96
284;511612616;TIM;EIJ5I15;Transportadora Translecchi LTDA;96
285;511627279;TIM;FTQ2410;Transportadora Translecchi LTDA;96
286;511612624;TIM;GHL3F44;Transportadora Translecchi LTDA;96
287;511612628;TIM;BVK3D93;Transportadora Translecchi LTDA;96
288;511612625;TIM;FYQ5J85;Transportadora Translecchi LTDA;96
289;511627423;TIM;GFM4C53;Transportadora Translecchi LTDA;96
290;511612619;TIM;GAV4I31;Transportadora Translecchi LTDA;96
291;511612608;TIM;BKB9A12;Transportadora Translecchi LTDA;96
292;511612630;TIM;GFP8I02;Transportadora Translecchi LTDA;96
293;511627422;TIM;GEE3E15;Transportadora Translecchi LTDA;96
294;511612626;TIM;FNX3H85;Transportadora Translecchi LTDA;96
295;511612621;TIM;FXR1D31;Transportadora Translecchi LTDA;96
296;511612615;TIM;FIL9D05;Transportadora Translecchi LTDA;96
297;200160438;MULTI;CAN9006;Transportadora Translecchi LTDA;200
298;200162530;3S4;CAN4697s;Transportadora Translecchi LTDA;200
299;200162605;3S3;FCX3652;Transportadora Translecchi LTDA;200
300;200103027;3S2;FHY8275s;Transportadora Translecchi LTDA;200
301;200164304;;FPW9186s;Transportadora Translecchi LTDA;200
302;200103044;;FVF4953s;Transportadora Translecchi LTDA;200
303;511243282;ALGAR;CAN0001;Vetorian;5
304;511477048;Vivo;TEC2553;RCA Requinte Transportes;96
305;8258024;TIM;GEZ3681;Transportadora Translecchi LTDA;1
306;8225092;TIM;FXV9119;Transportadora Translecchi LTDA;1
307;8507225;TIM;GFZ2858;Transportadora Translecchi LTDA;1
308;200153502;;GKE2E18s;Transportadora Translecchi LTDA;200
309;200153505;;GJH8A37s;Transportadora Translecchi LTDA;200
310;200104722;\N;GJH0D72s;Transportadora Translecchi LTDA;200
311;200140456;\N;GIT5H41s;Transportadora Translecchi LTDA;200
312;200155232;\N;GIH6606s;Transportadora Translecchi LTDA;200
313;200142032;\N;GHF9E56s;Transportadora Translecchi LTDA;200
314;200150829;\N;GDU4D11s;Transportadora Translecchi LTDA;200
315;200153513;\N;GDT9C68s;Transportadora Translecchi LTDA;200
316;200100314;;GCK5804s;Transportadora Translecchi LTDA;200
317;200110501;;GBU3H89s;Transportadora Translecchi LTDA;200
318;200103036;;FZV2803s;Transportadora Translecchi LTDA;200
319;200164321;;FZK1581s;Transportadora Translecchi LTDA;200
320;200153459;;FZH6G29s;Transportadora Translecchi LTDA;200
321;200162745;;FYX8877s;Transportadora Translecchi LTDA;200
322;200162216;;FYX8775s;Transportadora Translecchi LTDA;200
323;200165830;;FYU8484s;Transportadora Translecchi LTDA;200
324;200165812;;FYG7738s;Transportadora Translecchi LTDA;200
325;200162434;;FXU0098s;Transportadora Translecchi LTDA;200
326;200140848;;FXL8395s;Transportadora Translecchi LTDA;200
327;200171217;;FXB0204s;Transportadora Translecchi LTDA;200
328;200165821;;FWR6008s;Transportadora Translecchi LTDA;200
329;200165831;;FUU4535s;Transportadora Translecchi LTDA;200
330;200165815;;FTZ9707s;Transportadora Translecchi LTDA;200
331;200185032;;CAN1898s;Transportadora Translecchi LTDA;200
332;200162734;;FSN8555s;Transportadora Translecchi LTDA;200
333;200141556;;CAN9006s;Transportadora Translecchi LTDA;200
334;200150840;;FRX7E53s;Transportadora Translecchi LTDA;200
335;200155233;;FRW4A76s;Transportadora Translecchi LTDA;200
336;200161341;;FQK5554s;Transportadora Translecchi LTDA;200
337;200102738;;FOL2J64s;Transportadora Translecchi LTDA;200
338;200152851;;FMJ9953s;Transportadora Translecchi LTDA;200
339;200144244;;FJI9F32s;Transportadora Translecchi LTDA;200
340;200170343;;FJF8495s;Transportadora Translecchi LTDA;200
341;200153512;;FGS8B39;Transportadora Translecchi LTDA;200
342;20092155;;EZZ2449;Transportadora Translecchi LTDA;200
343;200183258;;EXR2H14;Transportadora Translecchi LTDA;200
